Value,Category,Acreage,Year,FIPS
23,Spring Wheat,2776.6,2012,53065
24,Winter Wheat,3757.6,2012,53065
27,Rye,2.4,2012,53065
28,Oats,1947.1,2012,53065
31,Canola,216.8,2012,53065
32,Flaxseed,0.2,2012,53065
35,Mustard,65.2,2012,53065
36,Alfalfa,32869.9,2012,53065
37,Other Hay/Non Alfalfa,3656.8,2012,53065
42,Dry Beans,25.4,2012,53065
43,Potatoes,352.9,2012,53065
49,Onions,0.2,2012,53065
52,Lentils,3.8,2012,53065
53,Peas,106.5,2012,53065
58,Clover/Wildflowers,0.2,2012,53065
59,Sod/Grass Seed,19.8,2012,53065
61,Fallow/Idle Cropland,4522,2012,53065
67,Peaches,0.2,2012,53065
68,Apples,29.6,2012,53065
69,Grapes,0.2,2012,53065
70,Christmas Trees,0.2,2012,53065
77,Pears,0.2,2012,53065
111,Open Water,39574.5,2012,53065
121,Developed/Open Space,11289,2012,53065
122,Developed/Low Intensity,12466.1,2012,53065
123,Developed/Medium Intensity,1919.9,2012,53065
124,Developed/High Intensity,198.4,2012,53065
131,Barren,255.3,2012,53065
141,Deciduous Forest,509.7,2012,53065
142,Evergreen Forest,1170112.8,2012,53065
143,Mixed Forest,1.6,2012,53065
152,Shrubland,287605.6,2012,53065
176,Grass/Pasture,43039.1,2012,53065
190,Woody Wetlands,1344.8,2012,53065
195,Herbaceous Wetlands,3156,2012,53065
205,Triticale,23.6,2012,53065
229,Pumpkins,0.9,2012,53065
1,Corn,148.3,2012,53067
21,Barley,7.3,2012,53067
24,Winter Wheat,1.8,2012,53067
36,Alfalfa,30,2012,53067
37,Other Hay/Non Alfalfa,89,2012,53067
47,Misc Vegs & Fruits,0.7,2012,53067
53,Peas,0.9,2012,53067
55,Caneberries,3.1,2012,53067
57,Herbs,3.1,2012,53067
61,Fallow/Idle Cropland,0.4,2012,53067
68,Apples,2.4,2012,53067
70,Christmas Trees,8.5,2012,53067
111,Open Water,5828.3,2012,53067
112,Perennial Ice/Snow,6.7,2012,53067
121,Developed/Open Space,46733.1,2012,53067
122,Developed/Low Intensity,28195.2,2012,53067
123,Developed/Medium Intensity,9583.2,2012,53067
124,Developed/High Intensity,2814.2,2012,53067
131,Barren,1623,2012,53067
141,Deciduous Forest,20858.6,2012,53067
142,Evergreen Forest,170584.3,2012,53067
143,Mixed Forest,42168.7,2012,53067
152,Shrubland,62713.5,2012,53067
176,Grass/Pasture,54051,2012,53067
190,Woody Wetlands,18202.6,2012,53067
195,Herbaceous Wetlands,7709.1,2012,53067
221,Strawberries,0.2,2012,53067
1,Corn,1.8,2012,53069
24,Winter Wheat,0.4,2012,53069
36,Alfalfa,0.2,2012,53069
37,Other Hay/Non Alfalfa,94.3,2012,53069
53,Peas,0.2,2012,53069
111,Open Water,6697.9,2012,53069
121,Developed/Open Space,8867.8,2012,53069
122,Developed/Low Intensity,1690.9,2012,53069
123,Developed/Medium Intensity,212.6,2012,53069
124,Developed/High Intensity,33.4,2012,53069
131,Barren,668.3,2012,53069
141,Deciduous Forest,9778.9,2012,53069
142,Evergreen Forest,92790.2,2012,53069
143,Mixed Forest,5095.1,2012,53069
152,Shrubland,29941.2,2012,53069
176,Grass/Pasture,5049,2012,53069
190,Woody Wetlands,8761.5,2012,53069
195,Herbaceous Wetlands,7106.8,2012,53069
1,Corn,4661.8,2012,53071
5,Soybeans,339.8,2012,53071
6,Sunflowers,1.1,2012,53071
12,Sweet Corn,4262.2,2012,53071
14,Mint,226.6,2012,53071
21,Barley,1395.3,2012,53071
23,Spring Wheat,19623.4,2012,53071
24,Winter Wheat,182747.5,2012,53071
28,Oats,170.1,2012,53071
30,Speltz,1.1,2012,53071
31,Canola,276.7,2012,53071
33,Safflower,218.8,2012,53071
34,Rape Seed,4.4,2012,53071
35,Mustard,4.2,2012,53071
36,Alfalfa,30140,2012,53071
37,Other Hay/Non Alfalfa,2273.8,2012,53071
39,Buckwheat,4.9,2012,53071
41,Sugarbeets,16.7,2012,53071
42,Dry Beans,10492.4,2012,53071
43,Potatoes,12626.9,2012,53071
44,Other Crops,0.2,2012,53071
47,Misc Vegs & Fruits,66.3,2012,53071
49,Onions,1539.9,2012,53071
51,Chick Peas,1831.2,2012,53071
52,Lentils,0.2,2012,53071
53,Peas,12694.3,2012,53071
54,Tomatoes,0.2,2012,53071
56,Hops,1.1,2012,53071
57,Herbs,796,2012,53071
59,Sod/Grass Seed,739,2012,53071
61,Fallow/Idle Cropland,131340.9,2012,53071
66,Cherries,3224.9,2012,53071
67,Peaches,4.7,2012,53071
68,Apples,18662.5,2012,53071
69,Grapes,6888,2012,53071
76,Walnuts,14.7,2012,53071
77,Pears,5.6,2012,53071
111,Open Water,19073.9,2012,53071
121,Developed/Open Space,23450.8,2012,53071
122,Developed/Low Intensity,8426.1,2012,53071
123,Developed/Medium Intensity,2345.6,2012,53071
124,Developed/High Intensity,234.6,2012,53071
141,Deciduous Forest,127.4,2012,53071
142,Evergreen Forest,26694.3,2012,53071
143,Mixed Forest,95.2,2012,53071
152,Shrubland,118686.2,2012,53071
176,Grass/Pasture,180832.2,2012,53071
190,Woody Wetlands,2033.1,2012,53071
195,Herbaceous Wetlands,824.4,2012,53071
205,Triticale,272,2012,53071
206,Carrots,54.3,2012,53071
207,Asparagus,356.3,2012,53071
216,Peppers,0.2,2012,53071
220,Plums,18.9,2012,53071
221,Strawberries,8,2012,53071
222,Squash,17.8,2012,53071
223,Apricots,66.5,2012,53071
229,Pumpkins,27.1,2012,53071
242,Blueberries,446.1,2012,53071
246,Radishes,0.7,2012,53071
247,Turnips,0.2,2012,53071
1,Corn,13676.8,2012,53073
12,Sweet Corn,8.7,2012,53073
14,Mint,3.3,2012,53073
21,Barley,4,2012,53073
23,Spring Wheat,6.2,2012,53073
24,Winter Wheat,522.2,2012,53073
28,Oats,0.7,2012,53073
31,Canola,0.4,2012,53073
36,Alfalfa,20.7,2012,53073
37,Other Hay/Non Alfalfa,19753.1,2012,53073
41,Sugarbeets,0.9,2012,53073
42,Dry Beans,2.4,2012,53073
43,Potatoes,1354.2,2012,53073
47,Misc Vegs & Fruits,25.8,2012,53073
49,Onions,0.7,2012,53073
53,Peas,0.7,2012,53073
55,Caneberries,5665.3,2012,53073
56,Hops,3.3,2012,53073
57,Herbs,8.9,2012,53073
59,Sod/Grass Seed,0.7,2012,53073
61,Fallow/Idle Cropland,308.5,2012,53073
66,Cherries,28.2,2012,53073
67,Peaches,4.7,2012,53073
68,Apples,425.2,2012,53073
69,Grapes,21.6,2012,53073
70,Christmas Trees,1.6,2012,53073
71,Other Tree Crops,0.2,2012,53073
76,Walnuts,0.7,2012,53073
77,Pears,18.7,2012,53073
111,Open Water,26184.5,2012,53073
112,Perennial Ice/Snow,27538.5,2012,53073
121,Developed/Open Space,29216.4,2012,53073
122,Developed/Low Intensity,29898.5,2012,53073
123,Developed/Medium Intensity,8783.3,2012,53073
124,Developed/High Intensity,3482.9,2012,53073
131,Barren,102211,2012,53073
141,Deciduous Forest,37398.6,2012,53073
142,Evergreen Forest,735637.2,2012,53073
143,Mixed Forest,56817.6,2012,53073
152,Shrubland,183743.6,2012,53073
176,Grass/Pasture,73263,2012,53073
190,Woody Wetlands,20665.1,2012,53073
195,Herbaceous Wetlands,6196.4,2012,53073
205,Triticale,0.2,2012,53073
216,Peppers,0.2,2012,53073
221,Strawberries,52.3,2012,53073
242,Blueberries,833.8,2012,53073
1,Corn,139.4,2012,53075
12,Sweet Corn,3.6,2012,53075
21,Barley,77987.4,2012,53075
22,Durum Wheat,30.5,2012,53075
23,Spring Wheat,151018,2012,53075
24,Winter Wheat,322529.2,2012,53075
27,Rye,0.2,2012,53075
28,Oats,101.4,2012,53075
31,Canola,657,2012,53075
35,Mustard,1292.6,2012,53075
36,Alfalfa,7771.6,2012,53075
37,Other Hay/Non Alfalfa,2527.1,2012,53075
38,Camelina,391.9,2012,53075
42,Dry Beans,64319.9,2012,53075
43,Potatoes,1.1,2012,53075
44,Other Crops,0.2,2012,53075
47,Misc Vegs & Fruits,0.2,2012,53075
49,Onions,3.3,2012,53075
51,Chick Peas,0.9,2012,53075
52,Lentils,43353.8,2012,53075
53,Peas,19850.7,2012,53075
58,Clover/Wildflowers,40.9,2012,53075
59,Sod/Grass Seed,794.2,2012,53075
61,Fallow/Idle Cropland,151032,2012,53075
66,Cherries,2.2,2012,53075
68,Apples,2,2012,53075
69,Grapes,0.7,2012,53075
111,Open Water,11813.6,2012,53075
121,Developed/Open Space,35670.5,2012,53075
122,Developed/Low Intensity,5514.7,2012,53075
123,Developed/Medium Intensity,1766.9,2012,53075
124,Developed/High Intensity,223.3,2012,53075
131,Barren,7.1,2012,53075
141,Deciduous Forest,176.1,2012,53075
142,Evergreen Forest,19946.8,2012,53075
143,Mixed Forest,11.3,2012,53075
152,Shrubland,102170.5,2012,53075
176,Grass/Pasture,368747.4,2012,53075
190,Woody Wetlands,228.4,2012,53075
195,Herbaceous Wetlands,3766.9,2012,53075
205,Triticale,8.7,2012,53075
1,Corn,44567,2012,53077
5,Soybeans,5.3,2012,53077
6,Sunflowers,6,2012,53077
12,Sweet Corn,920.9,2012,53077
14,Mint,3168.5,2012,53077
21,Barley,358.9,2012,53077
23,Spring Wheat,10191.2,2012,53077
24,Winter Wheat,13637.5,2012,53077
27,Rye,58.7,2012,53077
28,Oats,71.4,2012,53077
30,Speltz,0.7,2012,53077
31,Canola,5.3,2012,53077
33,Safflower,0.2,2012,53077
36,Alfalfa,31419.5,2012,53077
37,Other Hay/Non Alfalfa,3385.7,2012,53077
41,Sugarbeets,7.6,2012,53077
42,Dry Beans,929.8,2012,53077
43,Potatoes,1564.8,2012,53077
44,Other Crops,8.5,2012,53077
47,Misc Vegs & Fruits,2.2,2012,53077
48,Watermelons,24.5,2012,53077
49,Onions,635.6,2012,53077
50,Cucumbers,174.8,2012,53077
53,Peas,103.6,2012,53077
54,Tomatoes,22.9,2012,53077
55,Caneberries,56,2012,53077
56,Hops,19417.1,2012,53077
57,Herbs,6364.9,2012,53077
59,Sod/Grass Seed,305.6,2012,53077
61,Fallow/Idle Cropland,14347.1,2012,53077
66,Cherries,9445.8,2012,53077
67,Peaches,1280.3,2012,53077
68,Apples,75735.4,2012,53077
69,Grapes,52496.5,2012,53077
76,Walnuts,2,2012,53077
77,Pears,5235.6,2012,53077
111,Open Water,9367.5,2012,53077
112,Perennial Ice/Snow,5772.5,2012,53077
121,Developed/Open Space,58109.7,2012,53077
122,Developed/Low Intensity,55786.4,2012,53077
123,Developed/Medium Intensity,15874.8,2012,53077
124,Developed/High Intensity,3295.9,2012,53077
131,Barren,24157.4,2012,53077
141,Deciduous Forest,196.8,2012,53077
142,Evergreen Forest,930596.8,2012,53077
143,Mixed Forest,351.2,2012,53077
152,Shrubland,1187338.8,2012,53077
176,Grass/Pasture,137118.8,2012,53077
190,Woody Wetlands,19638.6,2012,53077
195,Herbaceous Wetlands,12423.6,2012,53077
205,Triticale,382.3,2012,53077
206,Carrots,18.7,2012,53077
207,Asparagus,1224.3,2012,53077
216,Peppers,715.7,2012,53077
220,Plums,94.7,2012,53077
222,Squash,238.6,2012,53077
223,Apricots,126.8,2012,53077
229,Pumpkins,296.2,2012,53077
237,Dbl Crop Barley/Corn,254.6,2012,53077
242,Blueberries,6.2,2012,53077
246,Radishes,0.7,2012,53077
247,Turnips,0.2,2012,53077
1,Corn,14600.4,2013,16001
4,Sorghum,71.6,2013,16001
12,Sweet Corn,294.7,2013,16001
13,Pop or Orn Corn,5.1,2013,16001
21,Barley,1518.7,2013,16001
23,Spring Wheat,943,2013,16001
24,Winter Wheat,8842.6,2013,16001
27,Rye,32.7,2013,16001
28,Oats,139.9,2013,16001
35,Mustard,31.1,2013,16001
36,Alfalfa,17011.9,2013,16001
37,Other Hay/Non Alfalfa,737.2,2013,16001
38,Camelina,47.1,2013,16001
41,Sugarbeets,2070.7,2013,16001
42,Dry Beans,1299.7,2013,16001
43,Potatoes,649.8,2013,16001
44,Other Crops,125.9,2013,16001
47,Misc Vegs & Fruits,1.1,2013,16001
49,Onions,670.7,2013,16001
53,Peas,117,2013,16001
56,Hops,25.6,2013,16001
57,Herbs,1363.9,2013,16001
58,Clover/Wildflowers,5.6,2013,16001
59,Sod/Grass Seed,155.7,2013,16001
61,Fallow/Idle Cropland,9031.7,2013,16001
66,Cherries,24.9,2013,16001
67,Peaches,37.4,2013,16001
68,Apples,55.8,2013,16001
69,Grapes,31.1,2013,16001
77,Pears,5.1,2013,16001
111,Open Water,3734.5,2013,16001
121,Developed/Open Space,44720.4,2013,16001
122,Developed/Low Intensity,32361.5,2013,16001
123,Developed/Medium Intensity,8255.3,2013,16001
124,Developed/High Intensity,1043.5,2013,16001
131,Barren,32,2013,16001
141,Deciduous Forest,9.3,2013,16001
142,Evergreen Forest,5606.8,2013,16001
143,Mixed Forest,0.2,2013,16001
152,Shrubland,173250.8,2013,16001
176,Grass/Pasture,348778.2,2013,16001
190,Woody Wetlands,510,2013,16001
195,Herbaceous Wetlands,159.9,2013,16001
205,Triticale,227.3,2013,16001
206,Carrots,18.9,2013,16001
216,Peppers,2,2013,16001
218,Nectarines,2,2013,16001
219,Greens,0.2,2013,16001
220,Plums,5.3,2013,16001
223,Apricots,2.2,2013,16001
227,Lettuce,0.7,2013,16001
229,Pumpkins,2.2,2013,16001
243,Cabbage,0.2,2013,16001
246,Radishes,11.8,2013,16001
247,Turnips,2.4,2013,16001
1,Corn,38,2013,16003
21,Barley,33.4,2013,16003
23,Spring Wheat,6,2013,16003
24,Winter Wheat,58.7,2013,16003
28,Oats,146.6,2013,16003
36,Alfalfa,4850,2013,16003
37,Other Hay/Non Alfalfa,1805.4,2013,16003
44,Other Crops,19.3,2013,16003
53,Peas,0.2,2013,16003
57,Herbs,7.6,2013,16003
58,Clover/Wildflowers,1.3,2013,16003
59,Sod/Grass Seed,4.2,2013,16003
61,Fallow/Idle Cropland,77.6,2013,16003
66,Cherries,30,2013,16003
67,Peaches,3.8,2013,16003
68,Apples,10,2013,16003
69,Grapes,1.3,2013,16003
111,Open Water,3617.2,2013,16003
112,Perennial Ice/Snow,1.1,2013,16003
121,Developed/Open Space,3468.2,2013,16003
122,Developed/Low Intensity,1359.7,2013,16003
123,Developed/Medium Intensity,171.7,2013,16003
124,Developed/High Intensity,14,2013,16003
131,Barren,70.3,2013,16003
141,Deciduous Forest,347.8,2013,16003
142,Evergreen Forest,500123.3,2013,16003
152,Shrubland,310556.6,2013,16003
176,Grass/Pasture,49266.4,2013,16003
190,Woody Wetlands,272.7,2013,16003
195,Herbaceous Wetlands,384.1,2013,16003
205,Triticale,17.1,2013,16003
218,Nectarines,2,2013,16003
220,Plums,1.6,2013,16003
223,Apricots,0.4,2013,16003
1,Corn,120.3,2013,16005
21,Barley,7988.4,2013,16005
22,Durum Wheat,14.7,2013,16005
23,Spring Wheat,16619.6,2013,16005
24,Winter Wheat,19953,2013,16005
28,Oats,560,2013,16005
31,Canola,0.2,2013,16005
32,Flaxseed,0.2,2013,16005
33,Safflower,1554.5,2013,16005
35,Mustard,0.4,2013,16005
36,Alfalfa,38448.3,2013,16005
37,Other Hay/Non Alfalfa,5774.5,2013,16005
38,Camelina,0.2,2013,16005
41,Sugarbeets,10.7,2013,16005
43,Potatoes,4019.6,2013,16005
53,Peas,7.3,2013,16005
59,Sod/Grass Seed,186.1,2013,16005
61,Fallow/Idle Cropland,16864.2,2013,16005
111,Open Water,15195.3,2013,16005
121,Developed/Open Space,20406.5,2013,16005
122,Developed/Low Intensity,8446.8,2013,16005
123,Developed/Medium Intensity,4746.6,2013,16005
124,Developed/High Intensity,217.1,2013,16005
131,Barren,34.2,2013,16005
141,Deciduous Forest,23502,2013,16005
142,Evergreen Forest,94318.2,2013,16005
143,Mixed Forest,211.7,2013,16005
152,Shrubland,386996.9,2013,16005
176,Grass/Pasture,48843,2013,16005
190,Woody Wetlands,18501.7,2013,16005
195,Herbaceous Wetlands,581.8,2013,16005
205,Triticale,202.8,2013,16005
1,Corn,2.2,2013,16007
21,Barley,5220.3,2013,16007
23,Spring Wheat,6834.9,2013,16007
24,Winter Wheat,1009.2,2013,16007
28,Oats,2040,2013,16007
33,Safflower,0.4,2013,16007
36,Alfalfa,29419.5,2013,16007
37,Other Hay/Non Alfalfa,45301.1,2013,16007
43,Potatoes,1.3,2013,16007
52,Lentils,1.1,2013,16007
61,Fallow/Idle Cropland,603.8,2013,16007
111,Open Water,36364.2,2013,16007
121,Developed/Open Space,8806.6,2013,16007
122,Developed/Low Intensity,1718.9,2013,16007
123,Developed/Medium Intensity,263.8,2013,16007
124,Developed/High Intensity,45.4,2013,16007
131,Barren,67.4,2013,16007
141,Deciduous Forest,37192.8,2013,16007
142,Evergreen Forest,126542.1,2013,16007
143,Mixed Forest,2812.2,2013,16007
152,Shrubland,300625.7,2013,16007
176,Grass/Pasture,41907.4,2013,16007
190,Woody Wetlands,3086.4,2013,16007
195,Herbaceous Wetlands,21359.4,2013,16007
205,Triticale,398.3,2013,16007
21,Barley,2542.9,2013,16009
23,Spring Wheat,8264,2013,16009
24,Winter Wheat,24830.4,2013,16009
28,Oats,92.3,2013,16009
29,Millet,0.9,2013,16009
31,Canola,77.8,2013,16009
35,Mustard,0.7,2013,16009
36,Alfalfa,603.8,2013,16009
37,Other Hay/Non Alfalfa,9180.7,2013,16009
39,Buckwheat,4.4,2013,16009
42,Dry Beans,560.7,2013,16009
44,Other Crops,3.3,2013,16009
52,Lentils,6944.3,2013,16009
53,Peas,1442.2,2013,16009
57,Herbs,0.7,2013,16009
58,Clover/Wildflowers,42.5,2013,16009
59,Sod/Grass Seed,3173.3,2013,16009
61,Fallow/Idle Cropland,2836.6,2013,16009
111,Open Water,5502.3,2013,16009
121,Developed/Open Space,5466.9,2013,16009
122,Developed/Low Intensity,2384.5,2013,16009
123,Developed/Medium Intensity,385.4,2013,16009
124,Developed/High Intensity,48.5,2013,16009
131,Barren,4.4,2013,16009
141,Deciduous Forest,61.4,2013,16009
142,Evergreen Forest,322157.1,2013,16009
143,Mixed Forest,1.6,2013,16009
152,Shrubland,98175.2,2013,16009
176,Grass/Pasture,4030.7,2013,16009
190,Woody Wetlands,501.9,2013,16009
195,Herbaceous Wetlands,2327.6,2013,16009
205,Triticale,6.2,2013,16009
1,Corn,7073.7,2013,16011
21,Barley,16752.5,2013,16011
22,Durum Wheat,377.8,2013,16011
23,Spring Wheat,57494.1,2013,16011
24,Winter Wheat,86445,2013,16011
28,Oats,469.9,2013,16011
31,Canola,383,2013,16011
32,Flaxseed,5.1,2013,16011
33,Safflower,258.6,2013,16011
35,Mustard,0.4,2013,16011
36,Alfalfa,83772.1,2013,16011
37,Other Hay/Non Alfalfa,6376.3,2013,16011
41,Sugarbeets,25155.3,2013,16011
42,Dry Beans,2.7,2013,16011
43,Potatoes,64386.1,2013,16011
53,Peas,12,2013,16011
59,Sod/Grass Seed,334,2013,16011
61,Fallow/Idle Cropland,23697.5,2013,16011
111,Open Water,11506.7,2013,16011
121,Developed/Open Space,30899.3,2013,16011
122,Developed/Low Intensity,6588.2,2013,16011
123,Developed/Medium Intensity,1517.2,2013,16011
124,Developed/High Intensity,328.5,2013,16011
131,Barren,67829.9,2013,16011
141,Deciduous Forest,17806.2,2013,16011
142,Evergreen Forest,39306.7,2013,16011
143,Mixed Forest,21.6,2013,16011
152,Shrubland,678906.8,2013,16011
176,Grass/Pasture,92498.6,2013,16011
190,Woody Wetlands,34681.3,2013,16011
195,Herbaceous Wetlands,1992,2013,16011
205,Triticale,29.1,2013,16011
1,Corn,1684.2,2013,16013
12,Sweet Corn,93,2013,16013
21,Barley,13326.8,2013,16013
23,Spring Wheat,1599.9,2013,16013
24,Winter Wheat,1618.6,2013,16013
28,Oats,319.8,2013,16013
33,Safflower,1.1,2013,16013
36,Alfalfa,24616.6,2013,16013
37,Other Hay/Non Alfalfa,1217.4,2013,16013
41,Sugarbeets,896.7,2013,16013
42,Dry Beans,32.2,2013,16013
43,Potatoes,1831.6,2013,16013
44,Other Crops,0.7,2013,16013
53,Peas,0.4,2013,16013
61,Fallow/Idle Cropland,3224.9,2013,16013
111,Open Water,6744.3,2013,16013
112,Perennial Ice/Snow,2969.2,2013,16013
121,Developed/Open Space,9367,2013,16013
122,Developed/Low Intensity,6840.4,2013,16013
123,Developed/Medium Intensity,1355.3,2013,16013
124,Developed/High Intensity,145.2,2013,16013
131,Barren,184751.7,2013,16013
141,Deciduous Forest,213.9,2013,16013
142,Evergreen Forest,321008,2013,16013
152,Shrubland,917194.2,2013,16013
176,Grass/Pasture,191052.6,2013,16013
190,Woody Wetlands,6757.5,2013,16013
195,Herbaceous Wetlands,3886.1,2013,16013
205,Triticale,20,2013,16013
1,Corn,17.8,2013,16015
12,Sweet Corn,0.2,2013,16015
21,Barley,3.1,2013,16015
23,Spring Wheat,3.3,2013,16015
24,Winter Wheat,29.6,2013,16015
28,Oats,14,2013,16015
36,Alfalfa,628.7,2013,16015
37,Other Hay/Non Alfalfa,78.1,2013,16015
44,Other Crops,7.3,2013,16015
53,Peas,0.4,2013,16015
59,Sod/Grass Seed,1.8,2013,16015
61,Fallow/Idle Cropland,21.3,2013,16015
67,Peaches,0.2,2013,16015
68,Apples,0.4,2013,16015
69,Grapes,1.1,2013,16015
111,Open Water,2018,2013,16015
112,Perennial Ice/Snow,1072.4,2013,16015
121,Developed/Open Space,2164.3,2013,16015
122,Developed/Low Intensity,1979.1,2013,16015
123,Developed/Medium Intensity,258.4,2013,16015
124,Developed/High Intensity,8,2013,16015
131,Barren,2092.3,2013,16015
141,Deciduous Forest,5201.1,2013,16015
142,Evergreen Forest,663099.9,2013,16015
152,Shrubland,389848,2013,16015
176,Grass/Pasture,151563.7,2013,16015
190,Woody Wetlands,250,2013,16015
195,Herbaceous Wetlands,81.8,2013,16015
205,Triticale,0.2,2013,16015
218,Nectarines,0.2,2013,16015
220,Plums,0.2,2013,16015
21,Barley,15.6,2013,16017
23,Spring Wheat,233.1,2013,16017
24,Winter Wheat,30.7,2013,16017
28,Oats,22.2,2013,16017
31,Canola,16.7,2013,16017
36,Alfalfa,290.4,2013,16017
37,Other Hay/Non Alfalfa,883.6,2013,16017
39,Buckwheat,6.4,2013,16017
42,Dry Beans,3.8,2013,16017
52,Lentils,2,2013,16017
53,Peas,2.7,2013,16017
57,Herbs,0.7,2013,16017
59,Sod/Grass Seed,0.9,2013,16017
61,Fallow/Idle Cropland,36.9,2013,16017
111,Open Water,117136.6,2013,16017
121,Developed/Open Space,5591.2,2013,16017
122,Developed/Low Intensity,9015.2,2013,16017
123,Developed/Medium Intensity,1703.3,2013,16017
124,Developed/High Intensity,159.7,2013,16017
131,Barren,7.6,2013,16017
141,Deciduous Forest,324.9,2013,16017
142,Evergreen Forest,960472.4,2013,16017
143,Mixed Forest,2.2,2013,16017
152,Shrubland,97484,2013,16017
176,Grass/Pasture,20421.2,2013,16017
190,Woody Wetlands,9512.9,2013,16017
195,Herbaceous Wetlands,5144.7,2013,16017
205,Triticale,4.7,2013,16017
1,Corn,3868.1,2013,16019
21,Barley,78140.4,2013,16019
22,Durum Wheat,102.5,2013,16019
23,Spring Wheat,46029.7,2013,16019
24,Winter Wheat,11377,2013,16019
28,Oats,727,2013,16019
31,Canola,1061,2013,16019
32,Flaxseed,3.6,2013,16019
33,Safflower,25.8,2013,16019
35,Mustard,804.2,2013,16019
36,Alfalfa,49206.6,2013,16019
37,Other Hay/Non Alfalfa,6271.3,2013,16019
38,Camelina,21.3,2013,16019
41,Sugarbeets,5.6,2013,16019
43,Potatoes,21663,2013,16019
53,Peas,112.5,2013,16019
59,Sod/Grass Seed,147,2013,16019
61,Fallow/Idle Cropland,14647.6,2013,16019
111,Open Water,14695.6,2013,16019
121,Developed/Open Space,22007.1,2013,16019
122,Developed/Low Intensity,11210,2013,16019
123,Developed/Medium Intensity,3432.7,2013,16019
124,Developed/High Intensity,93.4,2013,16019
131,Barren,60892.3,2013,16019
141,Deciduous Forest,30145.1,2013,16019
142,Evergreen Forest,309673.6,2013,16019
143,Mixed Forest,263.3,2013,16019
152,Shrubland,407442.1,2013,16019
176,Grass/Pasture,98167.7,2013,16019
190,Woody Wetlands,5120.4,2013,16019
195,Herbaceous Wetlands,18971.4,2013,16019
205,Triticale,9.3,2013,16019
1,Corn,0.2,2013,16021
21,Barley,3477.1,2013,16021
23,Spring Wheat,4388.5,2013,16021
24,Winter Wheat,13077.5,2013,16021
28,Oats,221.3,2013,16021
31,Canola,5255.2,2013,16021
34,Rape Seed,0.2,2013,16021
36,Alfalfa,7995.1,2013,16021
37,Other Hay/Non Alfalfa,2382.1,2013,16021
39,Buckwheat,23.8,2013,16021
42,Dry Beans,26.9,2013,16021
44,Other Crops,66.1,2013,16021
52,Lentils,6.2,2013,16021
53,Peas,461.7,2013,16021
57,Herbs,1.8,2013,16021
58,Clover/Wildflowers,98.5,2013,16021
59,Sod/Grass Seed,483.3,2013,16021
61,Fallow/Idle Cropland,208.6,2013,16021
111,Open Water,5676.2,2013,16021
121,Developed/Open Space,4490.6,2013,16021
122,Developed/Low Intensity,3621.5,2013,16021
123,Developed/Medium Intensity,483,2013,16021
124,Developed/High Intensity,42.5,2013,16021
131,Barren,51.6,2013,16021
141,Deciduous Forest,148.3,2013,16021
142,Evergreen Forest,676570.8,2013,16021
143,Mixed Forest,0.9,2013,16021
152,Shrubland,64420.2,2013,16021
176,Grass/Pasture,16799.5,2013,16021
190,Woody Wetlands,3317.5,2013,16021
195,Herbaceous Wetlands,4042.9,2013,16021
205,Triticale,0.2,2013,16021
1,Corn,311.8,2013,16023
21,Barley,14350,2013,16023
22,Durum Wheat,0.4,2013,16023
23,Spring Wheat,6384.3,2013,16023
24,Winter Wheat,706.8,2013,16023
28,Oats,613.8,2013,16023
33,Safflower,0.2,2013,16023
36,Alfalfa,36408.5,2013,16023
37,Other Hay/Non Alfalfa,3930.4,2013,16023
41,Sugarbeets,1.3,2013,16023
42,Dry Beans,2,2013,16023
43,Potatoes,984.8,2013,16023
53,Peas,39.6,2013,16023
59,Sod/Grass Seed,0.2,2013,16023
61,Fallow/Idle Cropland,13435.1,2013,16023
111,Open Water,267.3,2013,16023
121,Developed/Open Space,8281.3,2013,16023
122,Developed/Low Intensity,6958.3,2013,16023
123,Developed/Medium Intensity,2764.8,2013,16023
124,Developed/High Intensity,121.4,2013,16023
131,Barren,119154.2,2013,16023
141,Deciduous Forest,61.8,2013,16023
142,Evergreen Forest,98081.4,2013,16023
152,Shrubland,962512.7,2013,16023
176,Grass/Pasture,153022.4,2013,16023
190,Woody Wetlands,389.4,2013,16023
195,Herbaceous Wetlands,706.8,2013,16023
205,Triticale,0.4,2013,16023
1,Corn,52.5,2013,16025
4,Sorghum,0.2,2013,16025
12,Sweet Corn,5.1,2013,16025
21,Barley,12201.9,2013,16025
23,Spring Wheat,1978.6,2013,16025
24,Winter Wheat,428.8,2013,16025
27,Rye,0.7,2013,16025
28,Oats,548.9,2013,16025
33,Safflower,0.7,2013,16025
36,Alfalfa,52607.7,2013,16025
37,Other Hay/Non Alfalfa,2389.9,2013,16025
41,Sugarbeets,11.3,2013,16025
42,Dry Beans,3.1,2013,16025
43,Potatoes,44,2013,16025
44,Other Crops,1.1,2013,16025
52,Lentils,0.2,2013,16025
53,Peas,153.7,2013,16025
57,Herbs,0.4,2013,16025
59,Sod/Grass Seed,40.9,2013,16025
61,Fallow/Idle Cropland,3289.2,2013,16025
111,Open Water,509.3,2013,16025
112,Perennial Ice/Snow,123.9,2013,16025
121,Developed/Open Space,3059.7,2013,16025
122,Developed/Low Intensity,552,2013,16025
123,Developed/Medium Intensity,54.7,2013,16025
124,Developed/High Intensity,0.9,2013,16025
