Variety,Yield,Year,State,Source,outlier
EL DORADO,2154,2015,Washington,NASS,FALSE
EL DORADO,1904,2016,Washington,HGA 76.pdf,FALSE
EL DORADO,1946,2017,Washington,HGA 105.pdf,FALSE
EL DORADO,1880,2018,Washington,HGA 168.pdf,FALSE
EL DORADO,2032,2019,Washington,HGA 273.pdf,FALSE
EL DORADO,1516,2020,Washington,HGA 346.pdf,FALSE
EL DORADO,1876,2021,Washington,HGA 405.pdf,FALSE
EL DORADO,1685,2022,Washington,HGA 435.pdf,FALSE
EL DORADO,2093,2023,Washington,NASS,FALSE
EL DORADO,1580,2024,Washington,NASS,FALSE
ELANI YQH 1320,1158,2023,Idaho,NASS,FALSE
ELANI YQH 1320,2673,2024,Idaho,NASS,FALSE
ELANI YQH 1320,2403,2023,Washington,NASS,FALSE
ELANI YQH 1320,2247,2024,Washington,NASS,FALSE
EUREKA!,2299,2018,Idaho,HGA 168.pdf,FALSE
EUREKA!,2243,2019,Idaho,HGA 273.pdf,FALSE
EUREKA!,2552,2021,Idaho,NASS,FALSE
EUREKA!,2200,2022,Idaho,HGA 435.pdf,FALSE
EUREKA!,2308,2023,Idaho,NASS,FALSE
EUREKA!,2592,2024,Idaho,NASS,FALSE
EUREKA!,2292,2021,Oregon,HGA 405.pdf,FALSE
EUREKA!,2244,2017,Washington,HGA 105.pdf,FALSE
EUREKA!,2954,2018,Washington,HGA 168.pdf,FALSE
EUREKA!,3188,2019,Washington,HGA 273.pdf,FALSE
EUREKA!,2332,2020,Washington,HGA 346.pdf,FALSE
EUREKA!,3022,2021,Washington,HGA 405.pdf,FALSE
EUREKA!,2205,2022,Washington,HGA 435.pdf,FALSE
EUREKA!,3028,2023,Washington,NASS,FALSE
EUREKA!,3119,2024,Washington,NASS,FALSE
FUGGLE,1065,2000,Oregon,HGA 22.pdf,FALSE
FUGGLE,827,2013,Oregon,HGA 9.pdf,TRUE
FUGGLE,1066,2015,Oregon,HGA 5.pdf,FALSE
FUGGLE,1021,2016,Oregon,HGA 76.pdf,FALSE
FUGGLE,1251,2017,Oregon,HGA 105.pdf,FALSE
FUGGLE,1034,2018,Oregon,HGA 168.pdf,FALSE
FUGGLE,1243,2019,Oregon,HGA 273.pdf,FALSE
GALENA,1815,2000,Idaho,HGA 22.pdf,FALSE
GALENA,1492,2001,Idaho,HGA 21.pdf,FALSE
GALENA,1715,2018,Idaho,HGA 168.pdf,FALSE
GALENA,1773,2019,Idaho,HGA 273.pdf,FALSE
GALENA,1891,2000,Washington,HGA 22.pdf,FALSE
GALENA,1679,2001,Washington,HGA 21.pdf,FALSE
GALENA,1905,2002,Washington,HGA 20.pdf,FALSE
GALENA,1914,2003,Washington,HGA 19.pdf,FALSE
GALENA,1860,2004,Washington,HGA 18.pdf,FALSE
GALENA,1737,2005,Washington,HGA 17.pdf,FALSE
GALENA,1820,2006,Washington,HGA 16.pdf,FALSE
GALENA,1776,2007,Washington,HGA 15.pdf,FALSE
GALENA,1826,2008,Washington,HGA 14.pdf,FALSE
GALENA,1852,2009,Washington,HGA 13.pdf,FALSE
GALENA,1810,2010,Washington,HGA 12.pdf,FALSE
GALENA,1821,2011,Washington,HGA 11.pdf,FALSE
GALENA,1742,2012,Washington,HGA 10.pdf,FALSE
GALENA,1969,2013,Washington,HGA 9.pdf,FALSE
GALENA,1801,2014,Washington,HGA 6.pdf,FALSE
GALENA,1968,2015,Washington,HGA 5.pdf,FALSE
GALENA,1692,2016,Washington,HGA 76.pdf,FALSE
GALENA,2134,2017,Washington,HGA 105.pdf,TRUE
GALENA,2149,2018,Washington,HGA 168.pdf,TRUE
GALENA,2045,2019,Washington,HGA 273.pdf,FALSE
GALENA,1838,2020,Washington,HGA 346.pdf,FALSE
GLACIER,677,2003,Oregon,HGA 19.pdf,FALSE
GLACIER,1521,2004,Oregon,HGA 18.pdf,FALSE
GLACIER,1330,2005,Oregon,HGA 17.pdf,FALSE
GLACIER,1063,2005,Washington,HGA 17.pdf,FALSE
GLACIER,1441,2006,Washington,HGA 16.pdf,FALSE
GLACIER,1619,2007,Washington,HGA 15.pdf,FALSE
GLACIER,1795,2008,Washington,HGA 14.pdf,FALSE
GLACIER,2093,2009,Washington,HGA 13.pdf,FALSE
GLACIER,1943,2010,Washington,HGA 12.pdf,FALSE
GLACIER,2182,2011,Washington,HGA 11.pdf,FALSE
GLACIER,1461,2012,Washington,HGA 10.pdf,FALSE
GLACIER,1258,2013,Washington,HGA 9.pdf,FALSE
GLACIER,1202,2014,Washington,HGA 6.pdf,FALSE
GLACIER,996,2015,Washington,HGA 5.pdf,FALSE
GLACIER,1168,2016,Washington,HGA 76.pdf,FALSE
GOLDING,1170,2000,Oregon,HGA 22.pdf,FALSE
GOLDING,996,2003,Oregon,HGA 19.pdf,FALSE
GOLDING,1309,2004,Oregon,HGA 18.pdf,FALSE
GOLDING,1017,2005,Oregon,HGA 17.pdf,FALSE
GOLDING,1744,2006,Oregon,HGA 16.pdf,FALSE
GOLDING,1403,2007,Oregon,HGA 15.pdf,FALSE
GOLDING,1307,2008,Oregon,HGA 14.pdf,FALSE
GOLDING,1527,2012,Oregon,HGA 10.pdf,FALSE
GOLDING,1148,2013,Oregon,HGA 9.pdf,FALSE
GOLDING,955,2014,Oregon,HGA 6.pdf,FALSE
GOLDING,837,2015,Oregon,HGA 5.pdf,FALSE
GOLDING,1181,2017,Oregon,HGA 105.pdf,FALSE
GOLDING,1160,2018,Oregon,HGA 168.pdf,FALSE
GOLDING,1351,2019,Oregon,HGA 273.pdf,FALSE
GOLDING,927,2021,Oregon,HGA 405.pdf,FALSE
GOLDING,1098,2000,Washington,HGA 22.pdf,FALSE
GOLDING,1231,2001,Washington,HGA 21.pdf,FALSE
GOLDING,1188,2002,Washington,HGA 20.pdf,FALSE
GOLDING,1118,2003,Washington,HGA 19.pdf,FALSE
GOLDING,989,2004,Washington,HGA 18.pdf,FALSE
GOLDING,886,2005,Washington,HGA 17.pdf,FALSE
GOLDING,992,2006,Washington,HGA 16.pdf,FALSE
GOLDING,1500,2007,Washington,HGA 15.pdf,FALSE
GOLDING,1385,2008,Washington,HGA 14.pdf,FALSE
GOLDING,826,2009,Washington,HGA 13.pdf,FALSE
GOLDING,1010,2013,Washington,HGA 9.pdf,FALSE
GOLDING,772,2014,Washington,HGA 6.pdf,FALSE
GOLDING,854,2015,Washington,HGA 5.pdf,FALSE
HALLERTAUER MAGNUM,1406,2013,Oregon,NASS,FALSE
HALLERTAUER MAGNUM,1077,2014,Oregon,NASS,FALSE
HALLERTAUER MAGNUM,1572,2015,Oregon,NASS,FALSE
HALLERTAUER MAGNUM,1493,2016,Oregon,NASS,FALSE
HALLERTAUER MAGNUM,1714,2017,Oregon,NASS,FALSE
HALLERTAUER MAGNUM,1284,2018,Oregon,NASS,FALSE
HALLERTAUER MAGNUM,1255,2015,Washington,NASS,FALSE
HALLERTAUER MITTELFRUHER,1253,2019,Idaho,NASS,FALSE
HALLERTAUER MITTELFRUHER,614,2020,Idaho,HGA,FALSE
HALLERTAUER MITTELFRUHER,1272,2021,Idaho,HGA,FALSE
HALLERTAUER MITTELFRUHER,1649,2022,Idaho,HGA,FALSE
HALLERTAUER MITTELFRUHER,1085,2023,Idaho,NASS,FALSE
HALLERTAUER MITTELFRUHER,1693,2024,Idaho,NASS,FALSE
HALLERTAUER MITTELFRUHER,968,2001,Washington,HGA,FALSE
HALLERTAUER MITTELFRUHER,1193,2002,Washington,HGA,FALSE
HALLERTAUER MITTELFRUHER,885,2003,Washington,HGA,FALSE
HALLERTAUER MITTELFRUHER,1057,2004,Washington,HGA,FALSE
HALLERTAUER MITTELFRUHER,967,2005,Washington,HGA,FALSE
HALLERTAUER MITTELFRUHER,812,2006,Washington,HGA,FALSE
HALLERTAUER MITTELFRUHER,763,2007,Washington,HGA,FALSE
HELIOS HS15619,1736,2023,Idaho,NASS,FALSE
HELIOS HS15619,3092,2024,Idaho,NASS,FALSE
HELIOS HS15619,1733,2023,Washington,NASS,FALSE
HELIOS HS15619,2010,2024,Washington,NASS,FALSE
HORIZON,1250,2000,Washington,HGA 22.pdf,FALSE
HORIZON,1224,2001,Washington,HGA 21.pdf,FALSE
HORIZON,1409,2002,Washington,HGA 20.pdf,FALSE
HORIZON,1430,2003,Washington,HGA 19.pdf,FALSE
IDAHO 7,2562,2019,Idaho,NASS,FALSE
IDAHO 7,2442,2020,Idaho,HGA 346.pdf,FALSE
IDAHO 7,2837,2021,Idaho,HGA 405.pdf,TRUE
IDAHO 7,2588,2022,Idaho,NASS,FALSE
IDAHO 7,2572,2023,Idaho,NASS,FALSE
IDAHO 7,2680,2024,Idaho,NASS,FALSE
IDAHO 7,1544,2019,Washington,HGA 273.pdf,FALSE
IDAHO 7,1736,2020,Washington,HGA 346.pdf,FALSE
IDAHO 7,3197,2021,Washington,HGA 405.pdf,FALSE
IDAHO 7,2755,2022,Washington,NASS,FALSE
IDAHO 7,3062,2023,Washington,NASS,FALSE
IDAHO 7,2598,2024,Washington,NASS,FALSE
JARRYLO ADHA-881,1548,2014,Washington,HGA 6.pdf,FALSE
JARRYLO ADHA-881,1541,2015,Washington,HGA 5.pdf,FALSE
JARRYLO ADHA-881,1408,2016,Washington,HGA 76.pdf,FALSE
JARRYLO ADHA-881,1428,2020,Washington,HGA 346.pdf,FALSE
LIBERTY,1467,2002,Oregon,HGA 20.pdf,FALSE
LIBERTY,1326,2011,Oregon,HGA 11.pdf,FALSE
LIBERTY,2519,2012,Oregon,HGA 10.pdf,TRUE
LIBERTY,1360,2015,Oregon,HGA 5.pdf,FALSE
LIBERTY,2289,2020,Oregon,HGA 346.pdf,FALSE
LIBERTY,1506,2021,Oregon,HGA 405.pdf,FALSE
LIBERTY,835,2023,Oregon,NASS,FALSE
LIBERTY,1233,2024,Oregon,NASS,FALSE
LORAL HBC 291,2295,2017,Washington,HGA 105.pdf,FALSE
LORAL HBC 291,2349,2018,Washington,HGA 168.pdf,FALSE
LORAL HBC 291,2515,2019,Washington,HGA 273.pdf,FALSE
LORAL HBC 291,1874,2020,Washington,HGA 346.pdf,FALSE
LORAL HBC 291,2088,2021,Washington,HGA 405.pdf,FALSE
LORAL HBC 291,1843,2022,Washington,HGA 435.pdf,FALSE
LORAL HBC 291,1989,2023,Washington,NASS,FALSE
LORAL HBC 291,1807,2024,Washington,NASS,FALSE
MAGNUM,1928,2011,Oregon,HGA 11.pdf,FALSE
MAGNUM,1737,2012,Oregon,HGA 10.pdf,FALSE
MAGNUM,1406,2013,Oregon,HGA 9.pdf,FALSE
MAGNUM,1077,2014,Oregon,HGA 6.pdf,FALSE
MAGNUM,1572,2015,Oregon,HGA 5.pdf,FALSE
MAGNUM,1493,2016,Oregon,HGA 76.pdf,FALSE
MAGNUM,1714,2017,Oregon,HGA 105.pdf,FALSE
MAGNUM,1284,2018,Oregon,HGA 168.pdf,FALSE
MAGNUM,1616,2000,Washington,HGA 22.pdf,FALSE
MAGNUM,1424,2001,Washington,HGA 21.pdf,FALSE
MAGNUM,1255,2015,Washington,HGA 5.pdf,FALSE
MILLENNIUM,2570,2001,Oregon,HGA 21.pdf,FALSE
MILLENNIUM,1501,2002,Oregon,HGA 20.pdf,FALSE
MILLENNIUM,2030,2004,Oregon,HGA 18.pdf,FALSE
MILLENNIUM,1876,2005,Oregon,HGA 17.pdf,FALSE
MILLENNIUM,2884,2006,Oregon,HGA 16.pdf,FALSE
MILLENNIUM,2323,2007,Oregon,HGA 15.pdf,FALSE
MILLENNIUM,2179,2008,Oregon,HGA 14.pdf,FALSE
MILLENNIUM,2552,2009,Oregon,HGA 13.pdf,FALSE
MILLENNIUM,2037,2001,Washington,HGA 21.pdf,FALSE
MILLENNIUM,2349,2002,Washington,HGA 20.pdf,FALSE
MILLENNIUM,2267,2003,Washington,HGA 19.pdf,FALSE
MILLENNIUM,2339,2004,Washington,HGA 18.pdf,FALSE
MILLENNIUM,1908,2005,Washington,HGA 17.pdf,FALSE
MILLENNIUM,2324,2006,Washington,HGA 16.pdf,FALSE
MILLENNIUM,2350,2007,Washington,HGA 15.pdf,FALSE
MILLENNIUM,2440,2008,Washington,HGA 14.pdf,FALSE
MILLENNIUM,2465,2009,Washington,HGA 13.pdf,FALSE
MILLENNIUM,2185,2010,Washington,HGA 12.pdf,FALSE
MILLENNIUM,2562,2011,Washington,HGA 11.pdf,FALSE
MILLENNIUM,2017,2012,Washington,HGA 10.pdf,FALSE
MILLENNIUM,2266,2013,Washington,HGA 9.pdf,FALSE
MILLENNIUM,1996,2014,Washington,HGA 6.pdf,FALSE
MOSAIC HBC 369,2278,2015,Idaho,HGA 5.pdf,FALSE
MOSAIC HBC 369,2204,2016,Idaho,HGA 76.pdf,FALSE
MOSAIC HBC 369,2581,2017,Idaho,HGA 105.pdf,FALSE
MOSAIC HBC 369,2333,2018,Idaho,HGA 168.pdf,FALSE
MOSAIC HBC 369,2296,2019,Idaho,HGA 273.pdf,FALSE
MOSAIC HBC 369,2335,2020,Idaho,HGA 346.pdf,FALSE
MOSAIC HBC 369,2141,2021,Idaho,HGA 405.pdf,FALSE
MOSAIC HBC 369,2103,2022,Idaho,HGA 435.pdf,FALSE
MOSAIC HBC 369,2442,2023,Idaho,NASS,FALSE
MOSAIC HBC 369,2644,2024,Idaho,NASS,FALSE
MOSAIC HBC 369,1875,2017,Oregon,HGA 105.pdf,FALSE
MOSAIC HBC 369,2113,2019,Oregon,HGA 273.pdf,FALSE
MOSAIC HBC 369,2155,2020,Oregon,HGA 346.pdf,FALSE
MOSAIC HBC 369,2077,2021,Oregon,HGA 405.pdf,FALSE
MOSAIC HBC 369,2059,2022,Oregon,HGA 435.pdf,FALSE
MOSAIC HBC 369,1907,2023,Oregon,NASS,FALSE
MOSAIC HBC 369,2203,2024,Oregon,NASS,FALSE
MOSAIC HBC 369,1709,2013,Washington,HGA 9.pdf,FALSE
MOSAIC HBC 369,2225,2014,Washington,HGA 6.pdf,FALSE
MOSAIC HBC 369,2036,2015,Washington,HGA 5.pdf,FALSE
MOSAIC HBC 369,2326,2016,Washington,HGA 76.pdf,FALSE
MOSAIC HBC 369,2439,2017,Washington,HGA 105.pdf,FALSE
MOSAIC HBC 369,2351,2018,Washington,HGA 168.pdf,FALSE
MOSAIC HBC 369,2054,2019,Washington,HGA 273.pdf,FALSE
MOSAIC HBC 369,1998,2020,Washington,HGA 346.pdf,FALSE
MOSAIC HBC 369,2129,2021,Washington,HGA 405.pdf,FALSE
MOSAIC HBC 369,1963,2022,Washington,HGA 435.pdf,FALSE
MOSAIC HBC 369,2207,2023,Washington,NASS,FALSE
MOSAIC HBC 369,2058,2024,Washington,NASS,FALSE
MT. HOOD,2000,2000,Idaho,HGA 22.pdf,FALSE
MT. HOOD,1200,2001,Idaho,HGA 21.pdf,FALSE
MT. HOOD,1790,2000,Oregon,HGA 22.pdf,FALSE
MT. HOOD,1970,2001,Oregon,HGA 21.pdf,FALSE
MT. HOOD,1729,2002,Oregon,HGA 20.pdf,FALSE
MT. HOOD,1569,2003,Oregon,HGA 19.pdf,FALSE
MT. HOOD,1620,2004,Oregon,HGA 18.pdf,FALSE
MT. HOOD,1414,2005,Oregon,HGA 17.pdf,FALSE
MT. HOOD,2200,2006,Oregon,HGA 16.pdf,TRUE
MT. HOOD,1640,2007,Oregon,HGA 15.pdf,FALSE
MT. HOOD,1552,2008,Oregon,HGA 14.pdf,FALSE
MT. HOOD,1671,2009,Oregon,HGA 13.pdf,FALSE
MT. HOOD,1640,2010,Oregon,HGA 12.pdf,FALSE
MT. HOOD,1890,2011,Oregon,HGA 11.pdf,FALSE
MT. HOOD,1737,2012,Oregon,HGA 10.pdf,FALSE
MT. HOOD,1567,2013,Oregon,HGA 9.pdf,FALSE
MT. HOOD,1450,2014,Oregon,HGA 6.pdf,FALSE
MT. HOOD,1276,2015,Oregon,HGA 5.pdf,FALSE
MT. HOOD,1463,2016,Oregon,HGA 76.pdf,FALSE
MT. HOOD,1439,2017,Oregon,HGA 105.pdf,FALSE
MT. HOOD,1411,2018,Oregon,HGA 168.pdf,FALSE
MT. HOOD,1538,2019,Oregon,HGA 273.pdf,FALSE
MT. HOOD,1551,2020,Oregon,HGA 346.pdf,FALSE
MT. HOOD,1624,2021,Oregon,HGA 405.pdf,FALSE
MT. HOOD,1252,2022,Oregon,HGA 435.pdf,FALSE
MT. HOOD,1373,2023,Oregon,NASS,FALSE
MT. HOOD,1548,2024,Oregon,NASS,FALSE
MT. HOOD,1147,2000,Washington,HGA 22.pdf,FALSE
MT. HOOD,1130,2001,Washington,HGA 21.pdf,FALSE
MT. HOOD,1272,2002,Washington,HGA 20.pdf,FALSE
MT. HOOD,1475,2003,Washington,HGA 19.pdf,FALSE
MT. HOOD,1387,2004,Washington,HGA 18.pdf,FALSE
MT. HOOD,1267,2005,Washington,HGA 17.pdf,FALSE
MT. HOOD,1109,2006,Washington,HGA 16.pdf,FALSE
MT. HOOD,1316,2007,Washington,HGA 15.pdf,FALSE
MT. HOOD,1572,2008,Washington,HGA 14.pdf,FALSE
MT. HOOD,1570,2009,Washington,HGA 13.pdf,FALSE
MT. HOOD,1211,2010,Washington,HGA 12.pdf,FALSE
MT. HOOD,838,2011,Washington,HGA 11.pdf,FALSE
MT. HOOD,1264,2012,Washington,HGA 10.pdf,FALSE
MT. HOOD,1161,2013,Washington,HGA 9.pdf,FALSE
MT. HOOD,1333,2014,Washington,HGA 6.pdf,FALSE
MT. HOOD,1069,2015,Washington,HGA 5.pdf,FALSE
MT. HOOD,1075,2016,Washington,HGA 76.pdf,FALSE
MT. HOOD,1043,2017,Washington,HGA 105.pdf,FALSE
MT. HOOD,1454,2018,Washington,HGA 168.pdf,FALSE
MT. HOOD,1037,2019,Washington,HGA 273.pdf,FALSE
MT. HOOD,1139,2020,Washington,HGA 346.pdf,FALSE
MT. HOOD,1139,2021,Washington,HGA 405.pdf,FALSE
MT. HOOD,573,2022,Washington,HGA 435.pdf,TRUE
MT. RAINIER,985,2021,Idaho,HGA 405.pdf,FALSE
MT. RAINIER,1364,2022,Idaho,HGA 435.pdf,FALSE
MT. RAINIER,1572,2023,Idaho,NASS,FALSE
MT. RAINIER,1389,2021,Oregon,NASS,FALSE
MT. RAINIER,1473,2022,Oregon,HGA 435.pdf,FALSE
MT. RAINIER,1497,2023,Oregon,NASS,FALSE
MT. RAINIER,1899,2018,Washington,HGA 168.pdf,FALSE
MT. RAINIER,2149,2019,Washington,HGA 273.pdf,FALSE
MT. RAINIER,1586,2020,Washington,HGA 346.pdf,FALSE
MT. RAINIER,1635,2021,Washington,NASS,FALSE
MT. RAINIER,1563,2022,Washington,HGA 435.pdf,FALSE
MT. RAINIER,2031,2023,Washington,NASS,FALSE
NORTHERN BREWER,1407,2019,Idaho,NASS,FALSE
NORTHERN BREWER,1432,2020,Idaho,HGA 346.pdf,FALSE
NORTHERN BREWER,1266,2021,Idaho,HGA 405.pdf,FALSE
NORTHERN BREWER,0,2022,Idaho,NASS,FALSE
NORTHERN BREWER,0,2023,Idaho,NASS,FALSE
NORTHERN BREWER,1755,2003,Washington,HGA 19.pdf,FALSE
NORTHERN BREWER,2191,2004,Washington,HGA 18.pdf,FALSE
NORTHERN BREWER,753,2009,Washington,HGA 13.pdf,FALSE
NORTHERN BREWER,1270,2010,Washington,HGA 12.pdf,FALSE
NORTHERN BREWER,1698,2011,Washington,HGA 11.pdf,FALSE
NORTHERN BREWER,1443,2012,Washington,HGA 10.pdf,FALSE
NORTHERN BREWER,1256,2013,Washington,HGA 9.pdf,FALSE
NORTHERN BREWER,1244,2014,Washington,HGA 6.pdf,FALSE
NORTHERN BREWER,991,2015,Washington,HGA 5.pdf,FALSE
NUGGET,2000,2000,Idaho,HGA 22.pdf,FALSE
NUGGET,1500,2001,Idaho,HGA 21.pdf,FALSE
NUGGET,2162,2000,Oregon,HGA 22.pdf,FALSE
NUGGET,2445,2001,Oregon,HGA 21.pdf,FALSE
NUGGET,2032,2002,Oregon,HGA 20.pdf,FALSE
NUGGET,2169,2003,Oregon,HGA 19.pdf,FALSE
NUGGET,2229,2004,Oregon,HGA 18.pdf,FALSE
NUGGET,2046,2005,Oregon,HGA 17.pdf,FALSE
NUGGET,2303,2006,Oregon,HGA 16.pdf,FALSE
NUGGET,2231,2007,Oregon,HGA 15.pdf,FALSE
NUGGET,1758,2008,Oregon,HGA 14.pdf,FALSE
NUGGET,2548,2009,Oregon,HGA 13.pdf,FALSE
NUGGET,2119,2010,Oregon,HGA 12.pdf,FALSE
NUGGET,2317,2011,Oregon,HGA 11.pdf,FALSE
NUGGET,2071,2012,Oregon,HGA 10.pdf,FALSE
NUGGET,2053,2013,Oregon,HGA 9.pdf,FALSE
NUGGET,1978,2014,Oregon,HGA 6.pdf,FALSE
NUGGET,1888,2015,Oregon,HGA 5.pdf,FALSE
NUGGET,1925,2016,Oregon,HGA 76.pdf,FALSE
NUGGET,1820,2017,Oregon,HGA 105.pdf,FALSE
NUGGET,1946,2018,Oregon,HGA 168.pdf,FALSE
NUGGET,2130,2019,Oregon,HGA 273.pdf,FALSE
NUGGET,1841,2020,Oregon,HGA 346.pdf,FALSE
NUGGET,2162,2021,Oregon,HGA 405.pdf,FALSE
NUGGET,2085,2022,Oregon,HGA 435.pdf,FALSE
NUGGET,2236,2023,Oregon,NASS,FALSE
NUGGET,2268,2024,Oregon,NASS,FALSE
NUGGET,1854,2000,Washington,HGA 22.pdf,FALSE
NUGGET,1968,2001,Washington,HGA 21.pdf,FALSE
NUGGET,2095,2002,Washington,HGA 20.pdf,FALSE
NUGGET,1882,2003,Washington,HGA 19.pdf,FALSE
NUGGET,2073,2004,Washington,HGA 18.pdf,FALSE
NUGGET,1727,2005,Washington,HGA 17.pdf,FALSE
NUGGET,1841,2006,Washington,HGA 16.pdf,FALSE
NUGGET,1909,2007,Washington,HGA 15.pdf,FALSE
NUGGET,2068,2008,Washington,HGA 14.pdf,FALSE
NUGGET,2060,2009,Washington,HGA 13.pdf,FALSE
NUGGET,1808,2010,Washington,HGA 12.pdf,FALSE
NUGGET,1969,2011,Washington,HGA 11.pdf,FALSE
NUGGET,1679,2012,Washington,HGA 10.pdf,FALSE
NUGGET,1931,2013,Washington,HGA 9.pdf,FALSE
NUGGET,1583,2014,Washington,NASS,FALSE
NUGGET,1927,2015,Washington,HGA 5.pdf,FALSE
NUGGET,1774,2016,Washington,HGA 76.pdf,FALSE
NUGGET,1950,2017,Washington,HGA 105.pdf,FALSE
NUGGET,1498,2018,Washington,HGA 168.pdf,TRUE
NUGGET,2313,2019,Washington,HGA 273.pdf,TRUE
PAHTO HBC 682,2087,2018,Washington,HGA 168.pdf,FALSE
PAHTO HBC 682,2398,2019,Washington,HGA 273.pdf,FALSE
PAHTO HBC 682,2019,2020,Washington,HGA 346.pdf,FALSE
PAHTO HBC 682,2463,2021,Washington,HGA 405.pdf,FALSE
PAHTO HBC 682,2132,2022,Washington,HGA 435.pdf,FALSE
PAHTO HBC 682,2032,2023,Washington,NASS,FALSE
PAHTO HBC 682,2043,2024,Washington,NASS,FALSE
PALISADE YCR 4,2759,2005,Washington,HGA 17.pdf,FALSE
PALISADE YCR 4,2998,2006,Washington,HGA 16.pdf,FALSE
PALISADE YCR 4,2519,2007,Washington,HGA 15.pdf,FALSE
PALISADE YCR 4,2091,2008,Washington,HGA 14.pdf,FALSE
PALISADE YCR 4,2756,2009,Washington,HGA 13.pdf,FALSE
PALISADE YCR 4,2431,2010,Washington,HGA 12.pdf,FALSE
PALISADE YCR 4,2562,2011,Washington,HGA 11.pdf,FALSE
PALISADE YCR 4,2356,2012,Washington,HGA 10.pdf,FALSE
PALISADE YCR 4,2790,2013,Washington,HGA 9.pdf,FALSE
PALISADE YCR 4,2469,2014,Washington,HGA 6.pdf,FALSE
PALISADE YCR 4,1950,2015,Washington,HGA 5.pdf,FALSE
PALISADE YCR 4,2228,2016,Washington,HGA 76.pdf,FALSE
PALISADE YCR 4,2209,2017,Washington,HGA 105.pdf,FALSE
PALISADE YCR 4,2441,2018,Washington,HGA 168.pdf,FALSE
PALISADE YCR 4,2520,2019,Washington,HGA 273.pdf,FALSE
PALISADE YCR 4,2114,2020,Washington,HGA 346.pdf,FALSE
PALISADE YCR 4,1866,2021,Washington,HGA 405.pdf,FALSE
PALISADE YCR 4,1842,2022,Washington,HGA 435.pdf,FALSE
PALISADE YCR 4,2268,2023,Washington,NASS,FALSE
PALISADE YCR 4,2208,2024,Washington,NASS,FALSE
PEKKO ADHA-871,1889,2018,Washington,HGA 168.pdf,FALSE
PEKKO ADHA-871,1239,2020,Washington,HGA 346.pdf,TRUE
PEKKO ADHA-871,2072,2021,Washington,HGA 405.pdf,FALSE
PEKKO ADHA-871,1882,2022,Washington,HGA 435.pdf,FALSE
PEKKO ADHA-871,2319,2023,Washington,NASS,FALSE
PERLE,1130,2000,Oregon,HGA 22.pdf,FALSE
PERLE,1355,2001,Oregon,HGA 21.pdf,FALSE
PERLE,1163,2002,Oregon,HGA 20.pdf,FALSE
PERLE,1026,2003,Oregon,HGA 19.pdf,FALSE
PERLE,1327,2004,Oregon,HGA 18.pdf,FALSE
PERLE,1622,2011,Oregon,HGA 11.pdf,TRUE
PERLE,1178,2013,Oregon,HGA 9.pdf,FALSE
PERLE,1057,2014,Oregon,HGA 6.pdf,FALSE
PERLE,1164,2017,Oregon,HGA 105.pdf,FALSE
PERLE,1093,2018,Oregon,HGA 168.pdf,FALSE
PERLE,785,2000,Washington,HGA 22.pdf,FALSE
PERLE,1083,2001,Washington,HGA 21.pdf,FALSE
PERLE,969,2002,Washington,HGA 20.pdf,FALSE
PERLE,919,2003,Washington,HGA 19.pdf,FALSE
PERLE,1245,2004,Washington,HGA 18.pdf,FALSE
SAAZ,771,2019,Idaho,HGA 273.pdf,FALSE
SAAZ,620,2021,Idaho,HGA 405.pdf,FALSE
SAAZ,955,2022,Idaho,HGA 435.pdf,FALSE
SAAZ,524,2023,Idaho,NASS,FALSE
SAAZ,813,2024,Idaho,NASS,FALSE
SABRO HBC 438,870,2020,Oregon,HGA 346.pdf,FALSE
SABRO HBC 438,1749,2021,Oregon,HGA 405.pdf,FALSE
SABRO HBC 438,1996,2022,Oregon,HGA 435.pdf,FALSE
SABRO HBC 438,1612,2019,Washington,HGA 273.pdf,FALSE
SABRO HBC 438,1886,2020,Washington,HGA 346.pdf,FALSE
SABRO HBC 438,2207,2021,Washington,NASS,FALSE
SABRO HBC 438,2052,2022,Washington,HGA 435.pdf,FALSE
SABRO HBC 438,3034,2023,Washington,NASS,TRUE
SABRO HBC 438,2397,2024,Washington,NASS,FALSE
SIMCOE YCR 14,969,2014,Idaho,HGA 6.pdf,FALSE
SIMCOE YCR 14,1576,2015,Idaho,HGA 5.pdf,FALSE
SIMCOE YCR 14,1335,2016,Idaho,HGA 76.pdf,FALSE
SIMCOE YCR 14,1494,2017,Idaho,HGA 105.pdf,FALSE
SIMCOE YCR 14,1245,2018,Idaho,HGA 168.pdf,FALSE
SIMCOE YCR 14,1164,2019,Idaho,HGA 273.pdf,FALSE
SIMCOE YCR 14,992,2020,Idaho,HGA 346.pdf,FALSE
SIMCOE YCR 14,1121,2021,Idaho,HGA 405.pdf,FALSE
SIMCOE YCR 14,1208,2022,Idaho,HGA 435.pdf,FALSE
SIMCOE YCR 14,1312,2023,Idaho,NASS,FALSE
SIMCOE YCR 14,1392,2024,Idaho,NASS,FALSE
SIMCOE YCR 14,1678,2015,Oregon,HGA 5.pdf,FALSE
SIMCOE YCR 14,1969,2016,Oregon,HGA 76.pdf,FALSE
SIMCOE YCR 14,1421,2017,Oregon,HGA 105.pdf,FALSE
SIMCOE YCR 14,1588,2018,Oregon,HGA 168.pdf,FALSE
